chr1	10469	3	4
chr1	10471	4	2
chr1	10484	7	1
chr1	10489	9	1
chr1	10493	10	1
chr1	10497	13	0
chr1	10525	7	3
chr1	10542	6	3
chr1	10563	4	4
chr1	10571	2	5
chr1	10577	1	5
chr1	10579	1	4
chr1	10589	1	3
chr1	10609	2	4
chr1	10617	1	4
chr1	10620	1	4
chr1	10631	1	2
chr1	10633	2	4
chr1	10636	2	4
chr1	10638	1	4
chr1	10641	3	3
chr1	10644	4	4
chr1	10650	5	5
chr1	10660	8	4
chr1	10662	7	4
chr1	10665	6	4
chr1	10667	6	5
chr1	10670	5	3
chr1	10673	7	3
chr1	10679	7	4
chr1	10689	6	1
chr1	10691	5	1
chr1	10694	6	0
chr1	10696	4	1
chr1	10699	4	0
chr1	10702	5	0
chr1	10708	4	0
chr1	10718	2	0
chr1	10720	3	0
chr1	10723	2	1
chr1	10725	3	0
chr1	10728	3	0
chr1	10731	3	1
chr1	10737	4	0
chr1	10747	2	1
chr1	10749	3	0
chr1	10752	2	1
chr1	10754	2	1
chr1	10757	2	1
chr1	10760	3	0
chr1	10766	3	0
chr1	10776	5	0
chr1	10778	0	3
chr1	10781	2	0
chr1	10783	2	0
chr1	10786	3	1
chr1	10789	3	0
chr1	10795	4	0
chr1	10811	3	0
chr1	10813	2	1
chr1	10816	2	1
chr1	10827	4	0
chr1	10832	2	1
chr1	10838	2	1
chr1	10848	3	0
chr1	10850	2	1
chr1	10853	3	0
chr1	10855	3	0
chr1	10858	1	0
chr1	10861	1	0
chr1	10867	1	0
chr1	10885	2	0
chr1	10887	1	1
chr1	10903	0	1
chr1	10908	1	0
chr1	10914	0	1
chr1	10924	1	0
chr1	10929	1	0
chr1	10943	1	0
chr1	10961	0	1
chr1	10963	1	0
chr1	10979	2	0
chr1	10984	2	0
chr1	10990	2	0
chr1	10998	1	0
chr1	11008	1	0
chr1	11012	1	0
chr1	11027	0	1
chr1	11091	0	1
chr1	11093	0	1
chr1	11105	0	1
chr1	11110	0	1
chr1	11116	0	1
chr1	11118	0	1
chr1	11121	0	1
chr1	11129	0	1
chr1	11149	2	1
chr1	11157	3	2
chr1	11163	5	2
chr1	11167	7	2
chr1	11184	9	1
chr1	11200	8	5
chr1	11210	8	6
chr1	11226	1	14
chr1	11239	3	11
chr1	11284	4	8
chr1	11297	1	12
chr1	11300	11	3
chr1	11343	5	7
chr1	11346	6	7
chr1	11404	12	3
chr1	11434	12	2
chr1	11461	8	0
chr1	11480	5	1
chr1	11763	7	8
chr1	11781	8	7
chr1	11792	9	7
chr1	11827	5	5
chr1	11842	2	5
chr1	11868	2	6
chr1	11879	3	4
chr1	11946	0	1
chr1	12265	16	0
chr1	12271	17	0
chr1	12278	16	0
chr1	12305	16	1
chr1	12318	10	4
chr1	12331	15	0
chr1	12355	10	3
chr1	12426	15	0
chr1	12506	5	0
chr1	12521	3	1
chr1	12558	6	0
chr1	12586	11	0
chr1	12672	6	3
chr1	12675	8	0
chr1	12679	6	0
chr1	12754	2	1
chr1	12757	3	0
chr1	12773	4	0
chr1	12779	3	0
chr1	12782	0	3
chr1	13079	4	0
chr1	13216	5	0
chr1	13283	14	1
chr1	13302	11	2
chr1	13417	0	9
chr1	13503	3	10
chr1	13528	2	11
chr1	13537	3	14
chr1	13644	12	11
chr1	13667	13	14
chr1	13693	27	5
chr1	13750	9	8
chr1	13756	7	9
chr1	13823	13	1
chr1	13828	10	3
chr1	14062	2	8
chr1	14179	15	9
chr1	14349	73	7
chr1	14354	56	21
chr1	14435	81	12
chr1	14469	78	6
chr1	14486	50	12
chr1	14521	37	1
chr1	14553	20	0
chr1	14589	13	0
chr1	14653	4	10
chr1	14699	9	0
chr1	14710	8	0
chr1	14716	6	0
chr1	14741	7	0
chr1	14747	10	0
chr1	14773	12	0
chr1	14775	11	1
chr1	14791	12	0
chr1	14888	3	0
chr1	14947	1	0
chr1	14954	2	1
chr1	14975	3	0
chr1	15004	6	2
chr1	15028	7	11
chr1	15045	12	9
chr1	15085	15	6
chr1	15089	18	2
chr1	15171	25	3
chr1	15189	21	3
chr1	15207	17	4
chr1	15239	16	1
chr1	15339	10	1
chr1	15380	10	0
chr1	15389	12	0
chr1	15398	13	0
chr1	15417	17	0
chr1	15513	11	0
chr1	15526	9	1
chr1	15643	7	2
chr1	15720	0	5
chr1	15749	3	0
chr1	15769	3	1
chr1	15789	3	0
chr1	15834	3	0
chr1	15849	2	0
chr1	15865	3	0
chr1	15882	3	0
chr1	15912	3	0
chr1	15955	8	1
chr1	16058	7	3
chr1	16070	10	3
chr1	16082	10	1
chr1	16139	21	3
chr1	16141	21	5
chr1	16243	61	41
chr1	16555	4	0
chr1	16570	4	0
chr1	16617	5	2
chr1	16619	7	1
chr1	16634	9	0
chr1	16646	14	0
chr1	16665	19	0
chr1	16667	19	2
chr1	16731	14	0
chr1	16822	25	0
chr1	16869	10	0
chr1	16932	7	0
chr1	16944	4	0
chr1	16962	4	0
chr1	16974	7	0
chr1	17378	18	3
chr1	17406	20	1
chr1	17452	35	0
chr1	17478	37	2
chr1	17483	35	2
chr1	17492	38	1
chr1	17562	23	1
chr1	17571	22	0
chr1	17584	21	0
chr1	17613	13	1
chr1	17688	13	0
chr1	17694	12	1
chr1	17701	11	0
chr1	17715	8	1
chr1	17853	1	0
chr1	17901	1	0
chr1	17903	1	0
chr1	17925	4	0
chr1	17929	5	1
chr1	17940	6	0
chr1	17964	6	0
chr1	17970	3	0
chr1	17995	5	0
chr1	17999	5	0
chr1	18027	9	0
chr1	18152	9	2
chr1	18213	8	1
chr1	18353	2	1
chr1	18511	7	0
chr1	18564	7	2
chr1	18575	10	0
chr1	18732	5	2
chr1	18768	5	1
chr1	18775	4	1
chr1	18810	3	0
chr1	18827	3	0
chr1	18873	0	0
chr1	18880	5	0
chr1	18887	18	1
chr1	18934	39	0
chr1	19015	40	1
chr1	19056	41	0
chr1	19121	61	3
chr1	19132	73	3
chr1	19160	87	1
chr1	19189	88	6
chr1	19248	81	7
chr1	19273	63	5
chr1	19279	59	3
chr1	19283	57	4
chr1	19298	46	1
chr1	19320	26	1
chr1	19322	14	7
chr1	19390	7	0
chr1	19392	6	1
chr1	19508	9	3
chr1	19539	7	3
chr1	19590	11	3
chr1	19683	25	1
chr1	19772	22	0
chr1	19788	24	0
chr1	19888	22	1
chr1	19910	21	1
chr1	19917	19	2
chr1	19941	14	4
chr1	20044	24	1
chr1	20127	8	3
chr1	20129	11	0
chr1	20156	9	2
chr1	20206	11	1
chr1	20234	14	2
chr1	20253	14	4
chr1	20387	29	2
chr1	20480	40	4
chr1	20590	26	1
chr1	20700	22	2
chr1	20741	15	0
chr1	20784	5	5
chr1	21093	1	0
chr1	21120	0	1
chr1	21139	0	2
chr1	21198	1	2
chr1	21223	0	9
chr1	21252	0	12
chr1	21279	5	11
chr1	21282	0	16
chr1	21350	0	3
chr1	21419	6	4
chr1	21424	4	5
chr1	21502	1	0
chr1	21608	0	2
chr1	21616	2	1
chr1	21686	3	0
chr1	21709	2	0
chr1	21736	1	0
chr1	21788	1	0
chr1	21795	1	0
chr1	21797	0	1
chr1	21817	0	1
chr1	21948	0	4
chr1	22025	1	4
chr1	22246	0	0
chr1	22349	2	0
chr1	22494	1	0
chr1	22568	3	0
chr1	22674	3	0
chr1	22825	0	0
chr1	22839	0	0
chr1	22864	0	2
chr1	22898	2	1
chr1	23002	1	6
chr1	23097	20	2
chr1	23680	6	0
chr1	23779	11	1
chr1	23822	10	0
chr1	23843	12	0
chr1	23974	0	8
chr1	24017	7	1
chr1	24073	5	1
chr1	24341	9	0
chr1	24372	11	0
chr1	24412	15	1
chr1	24451	8	1
chr1	24554	6	0
chr1	24785	2	0
chr1	24799	2	0
chr1	24810	1	0
chr1	24813	2	0
chr1	24900	0	0
chr1	24906	1	0
chr1	24911	1	0
chr1	24926	1	0
chr1	24933	0	1
chr1	24938	1	0
chr1	24957	1	0
chr1	25059	1	1
chr1	25115	1	0
chr1	25381	3	0
chr1	25912	11	4
chr1	25933	5	1
chr1	25974	5	1
chr1	26481	9	0
chr1	26532	12	1
chr1	26633	13	0
chr1	26790	1	0
chr1	26794	0	1
chr1	26798	1	0
chr1	26803	1	0
chr1	26810	1	0
chr1	26837	0	1
chr1	26862	1	0
chr1	26870	1	0
chr1	26932	0	2
chr1	26957	1	0
chr1	26964	2	0
chr1	27026	1	0
chr1	27028	1	0
chr1	27053	0	1
chr1	27145	1	0
chr1	27574	3	2
chr1	27670	2	1
chr1	28347	1	0
chr1	28409	6	0
chr1	28433	1	8
chr1	28512	0	8
chr1	28660	0	5
chr1	28677	0	5
chr1	28692	0	7
chr1	28705	0	9
chr1	28736	0	13
chr1	28750	0	18
chr1	28752	0	17
chr1	28765	0	19
chr1	28774	0	19
chr1	28793	0	16
chr1	28808	0	13
chr1	28825	0	15
chr1	28840	0	14
chr1	28852	0	14
chr1	28863	0	12
chr1	28865	0	14
chr1	28891	0	7
chr1	28908	0	8
chr1	28912	0	6
chr1	28925	0	11
chr1	28934	0	12
chr1	28936	0	12
chr1	28938	0	12
chr1	28955	0	14
chr1	28964	0	18
chr1	28972	0	24
chr1	28988	0	25
chr1	28994	0	43
chr1	29002	0	50
chr1	29011	0	65
chr1	29021	0	71
chr1	29053	0	73
chr1	29063	0	69
chr1	29074	0	58
chr1	29076	0	61
chr1	29096	0	62
chr1	29101	0	58
chr1	29112	0	56
chr1	29119	0	59
chr1	29123	0	54
chr1	29127	0	55
chr1	29137	0	54
chr1	29140	0	55
chr1	29143	0	52
chr1	29147	0	55
chr1	29158	0	47
chr1	29165	0	47
chr1	29172	0	38
chr1	29176	0	36
chr1	29178	0	34
chr1	29194	0	25
chr1	29205	0	20
chr1	29215	0	15
chr1	29221	0	16
chr1	29230	0	12
chr1	29234	0	13
chr1	29253	0	19
chr1	29267	0	26
chr1	29272	0	27
chr1	29285	0	33
chr1	29298	0	40
chr1	29300	0	41
chr1	29306	0	42
chr1	29310	0	46
chr1	29324	0	54
chr1	29329	0	45
chr1	29337	0	54
chr1	29347	0	46
chr1	29350	0	50
chr1	29353	0	50
chr1	29359	0	44
chr1	29367	0	48
chr1	29373	0	46
chr1	29389	0	36
chr1	29392	0	32
chr1	29403	0	32
chr1	29407	0	36
chr1	29409	0	31
chr1	29415	0	39
chr1	29425	0	24
chr1	29428	0	28
chr1	29431	0	30
chr1	29435	0	17
chr1	29447	0	23
chr1	29456	0	29
chr1	29460	0	28
chr1	29462	0	23
chr1	29476	0	19
chr1	29479	0	19
chr1	29484	0	17
chr1	29489	0	14
chr1	29500	0	13
chr1	29505	0	15
chr1	29510	0	15
chr1	29512	0	16
chr1	29524	0	17
chr1	29533	0	15
chr1	29542	0	17
chr1	29550	0	10
chr1	29553	0	10
chr1	29561	0	12
chr1	29572	0	11
chr1	29582	0	13
chr1	29586	0	13
chr1	29594	0	10
chr1	29604	0	13
chr1	29641	1	14
chr1	29656	0	13
chr1	29691	0	4
chr1	29700	0	3
chr1	29709	0	3
chr1	29789	0	0
chr1	29799	0	1
chr1	29809	0	1
chr1	29910	0	3
chr1	29927	0	5
chr1	29991	0	18
chr1	30013	0	11
chr1	30028	0	16
chr1	30095	4	9
chr1	30155	4	2
chr1	30306	2	0
chr1	30320	2	1
chr1	30400	1	0
chr1	30571	9	0
chr1	30606	7	1
chr1	30635	11	0
chr1	30647	9	0
chr1	30793	1	0
chr1	30922	0	0
chr1	31028	0	2
chr1	31036	2	0
chr1	31109	1	1
chr1	31443	6	2
chr1	31486	3	3
chr1	31488	5	1
chr1	31623	1	0
chr1	31792	2	1
chr1	32261	4	0
chr1	32385	3	0
chr1	32588	14	2
chr1	32646	31	3
chr1	32755	13	0
chr1	32808	8	5
chr1	32894	7	1
chr1	32925	1	3
chr1	33245	6	2
chr1	33261	5	2
chr1	33599	9	0
chr1	33732	8	0
chr1	34244	1	0
chr1	34742	2	0
chr1	34770	2	0
chr1	34779	2	0
chr1	34816	2	0
chr1	34855	4	0
chr1	35081	2	2
chr1	35095	0	1
chr1	35647	2	3
chr1	35737	2	0
chr1	35758	0	2
chr1	35781	1	0
chr1	35835	2	0
chr1	36015	3	0
chr1	36031	3	0
chr1	36065	2	0
chr1	36073	2	1
chr1	36375	1	0
chr1	36447	1	0
chr1	36458	3	0
chr1	36603	2	5
chr1	39069	2	0
chr1	39080	2	0
chr1	39860	1	0
chr1	39892	1	0
chr1	39966	5	5
chr1	40023	9	0
chr1	40048	10	1
chr1	40250	1	0
chr1	40705	1	0
chr1	51588	2	5
chr1	51592	3	5
chr1	51594	4	4
chr1	51602	3	1
chr1	51604	3	4
chr1	51632	2	6
chr1	51637	3	5
chr1	51641	3	5
chr1	51648	4	4
chr1	51662	2	4
chr1	51682	3	6
chr1	51693	3	4
chr1	51722	3	2
chr1	51726	2	2
chr1	51728	2	3
chr1	51734	3	2
chr1	51738	3	2
chr1	51744	2	2
chr1	51766	2	0
chr1	51771	2	0
chr1	51782	0	1
chr1	51789	1	0
chr1	51796	1	0
chr1	51813	2	1
chr1	51821	3	0
chr1	51827	2	1
chr1	51843	2	0
chr1	51851	2	1
chr1	51935	1	3
chr1	51953	4	1
chr1	51969	4	0
chr1	51975	1	1
chr1	51978	1	0
chr1	52028	1	0
chr1	52033	0	0
chr1	52755	1	1
chr1	54489	0	5
chr1	54649	35	2
chr1	55299	3	0
chr1	55329	2	0
chr1	55815	2	0
chr1	55885	2	2
chr1	55907	1	2
chr1	56298	3	0
chr1	56305	2	2
chr1	56585	2	0
chr1	58447	1	0
chr1	60408	2	0
chr1	61020	1	0
chr1	61803	2	0
chr1	61901	5	0
chr1	61922	3	0
chr1	61930	4	0
chr1	61947	5	2
chr1	61954	4	2
chr1	62082	2	1
chr1	62096	2	0
chr1	62112	2	0
chr1	62140	1	1
chr1	62156	2	0
chr1	62277	1	0
chr1	62870	1	0
chr1	62904	1	0
chr1	63148	1	0
chr1	70603	0	2
